UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Health_Class,Power_W,Temp_Delta,Wear_Torque,Type_encoded
235,L47414,L,298.2,308.4,1478,42.9,183,0,No Failure,Normal,6639.881737068171,10.199999999999989,7850.7,1
236,M15095,M,298.1,308.3,1680,33.7,185,0,No Failure,Normal,5928.8136558546585,10.199999999999989,6234.500000000001,2
237,L47416,L,298.1,308.3,1495,38.7,188,0,No Failure,Normal,6058.718512080596,10.199999999999989,7275.6,1
238,M15097,M,298.0,308.1,1552,36.6,190,0,No Failure,Normal,5948.417194013058,10.100000000000025,6954.0,2
239,L47418,L,297.9,308.1,1393,50.3,193,0,No Failure,Normal,7337.493329748808,10.200000000000044,9707.9,1
240,L47419,L,298.0,308.2,1611,30.6,195,0,No Failure,Normal,5162.327880231821,10.199999999999989,5967.0,1
241,M15100,M,298.0,308.1,1339,51.6,197,0,No Failure,Normal,7235.339208629582,10.100000000000025,10165.2,2
242,L47421,L,298.0,308.1,1777,24.3,200,0,No Failure,Normal,4521.914217797541,10.100000000000025,4860.0,1
243,L47422,L,298.0,308.2,1348,58.8,202,1,Overstrain Failure,Critical,8300.33911819652,10.199999999999989,11877.6,1
244,L47423,L,298.0,308.2,1442,44.1,204,0,No Failure,Normal,6659.359611520428,10.199999999999989,8996.4,1
245,M15104,M,298.0,308.2,1395,49.1,206,0,No Failure,Normal,7172.727267043536,10.199999999999989,10114.6,2
246,M15105,M,297.9,308.1,1627,31.4,209,0,No Failure,Normal,5349.901905602154,10.200000000000044,6562.599999999999,2
247,L47426,L,297.9,308.1,1585,33.5,212,0,No Failure,Normal,5560.357197466135,10.200000000000044,7102.0,1
248,L47427,L,298.0,308.2,1469,45.5,214,0,No Failure,Normal,6999.416072320499,10.199999999999989,9737.0,1
249,L47428,L,298.0,308.3,1362,56.8,216,1,Overstrain Failure,Critical,8101.28780766507,10.300000000000011,12268.8,1
250,L47429,L,298.0,308.3,1405,56.2,218,1,Overstrain Failure,Critical,8268.776584003457,10.300000000000011,12251.6,1
251,L47430,L,298.0,308.3,1662,32.7,0,0,No Failure,Normal,5691.246419390198,10.300000000000011,0.0,1
252,M15111,M,298.0,308.2,1466,42.6,2,0,No Failure,Normal,6539.916258830944,10.199999999999989,85.2,2
253,L47432,L,298.0,308.2,1620,35.8,5,0,No Failure,Normal,6073.326917919787,10.199999999999989,179.0,1
254,L47433,L,298.0,308.2,1357,48.2,7,0,No Failure,Normal,6849.446911013635,10.199999999999989,337.40000000000003,1
255,L47434,L,298.0,308.2,1514,37.9,9,0,No Failure,Normal,6008.882380619149,10.199999999999989,341.1,1
256,L47435,L,298.0,308.2,1489,40.4,11,0,No Failure,Normal,6299.479701076206,10.199999999999989,444.4,1
257,L47436,L,298.1,308.3,1331,63.0,13,0,No Failure,Normal,8781.06562604883,10.199999999999989,819.0,1
258,L47437,L,298.0,308.0,1615,29.5,15,0,No Failure,Normal,4989.110933288391,10.0,442.5,1
259,L47438,L,298.1,308.2,1482,37.9,17,0,No Failure,Normal,5881.878261610026,10.099999999999966,644.3,1
260,M15119,M,298.1,308.2,1420,63.9,19,1,Power Failure,Early Warning,9502.061140047686,10.099999999999966,1214.1,2
261,M15120,M,298.2,308.3,1522,49.1,22,0,No Failure,Normal,7825.728244043199,10.100000000000025,1080.2,2
262,L47441,L,298.1,308.2,1654,32.1,25,0,No Failure,Normal,5559.927846470145,10.099999999999966,802.5,1
263,M15122,M,298.1,308.2,1736,26.8,27,0,No Failure,Normal,4872.065662991147,10.099999999999966,723.6,2
264,M15123,M,298.0,308.1,1587,32.3,30,0,No Failure,Normal,5367.945119409271,10.100000000000025,969.0,2
265,L47444,L,298.1,308.2,1390,47.5,33,0,No Failure,Normal,6914.1218317755365,10.099999999999966,1567.5,1
266,L47445,L,298.0,308.1,1454,37.1,35,0,No Failure,Normal,5648.939638321855,10.100000000000025,1298.5,1
267,H29680,H,298.0,308.1,1440,43.7,37,0,No Failure,Normal,6589.80475016995,10.100000000000025,1616.9,0
268,L47447,L,297.9,308.0,1954,21.1,42,0,No Failure,Normal,4317.532671730501,10.100000000000025,886.2,1
269,H29682,H,297.9,308.0,1800,24.8,44,0,No Failure,Normal,4674.689868541612,10.100000000000025,1091.2,0
270,L47449,L,298.0,308.0,1524,37.0,49,0,No Failure,Normal,5904.937551687374,10.0,1813.0,1
271,H29684,H,298.0,308.0,1520,39.6,51,0,No Failure,Normal,6303.2915001625615,10.0,2019.6,0
272,M15131,M,298.1,308.1,1452,40.8,56,0,No Failure,Normal,6203.765844896837,10.0,2284.8,2
273,L47452,L,298.1,308.1,1484,40.4,59,0,No Failure,Normal,6278.326310542034,10.0,2383.6,1
274,L47453,L,298.1,308.0,1426,46.0,61,0,No Failure,Normal,6869.197056829203,9.899999999999975,2806.0,1
275,L47454,L,298.1,308.0,1652,28.5,63,0,No Failure,Normal,4930.415510543822,9.899999999999975,1795.5,1
276,L47455,L,298.0,308.0,1401,54.7,65,0,No Failure,Normal,8025.167017668591,10.0,3555.5,1
277,M15136,M,298.0,307.9,1750,26.6,67,0,No Failure,Normal,4874.704600820162,9.899999999999975,1782.2,2
278,H29691,H,298.0,308.0,1479,50.7,70,0,No Failure,Normal,7852.442253574224,10.0,3549.0,0
279,M15138,M,298.0,308.0,1620,29.4,75,0,No Failure,Normal,4987.592496839155,10.0,2205.0,2
280,L47459,L,298.0,308.1,1819,23.4,78,0,No Failure,Normal,4457.35448876627,10.100000000000025,1825.2,1
281,M15140,M,298.1,308.1,1456,43.7,80,0,No Failure,Normal,6663.024802949616,10.0,3496.0,2
282,L47461,L,298.1,308.0,1626,36.5,83,0,No Failure,Normal,6215.012746596688,9.899999999999975,3029.5,1
283,M15142,M,298.1,308.1,1390,49.8,85,0,No Failure,Normal,7248.910888893089,10.0,4233.0,2
284,L47463,L,298.2,308.2,1469,43.0,88,0,No Failure,Normal,6614.832771643548,10.0,3784.0,1
285,L47464,L,298.2,308.3,2051,19.2,90,0,No Failure,Normal,4123.780180808106,10.100000000000025,1728.0,1
286,L47465,L,298.2,308.3,1568,36.0,92,0,No Failure,Normal,5911.2207369945545,10.100000000000025,3312.0,1
287,L47466,L,298.2,308.3,1589,33.2,94,0,No Failure,Normal,5524.469737386628,10.100000000000025,3120.8,1
288,L47467,L,298.2,308.3,1805,31.6,96,0,No Failure,Normal,5973.005392515154,10.100000000000025,3033.6000000000004,1
289,H29702,H,298.2,308.4,1385,42.2,98,0,No Failure,Normal,6120.555527478756,10.199999999999989,4135.6,0
290,L47469,L,298.1,308.4,1436,46.7,103,0,No Failure,Normal,7022.632442030528,10.299999999999956,4810.1,1
291,L47470,L,298.1,308.4,1438,45.6,105,0,No Failure,Normal,6866.767558510427,10.299999999999956,4788.0,1
292,L47471,L,298.0,308.3,1473,42.6,107,0,No Failure,Normal,6571.143689807626,10.300000000000011,4558.2,1
293,L47472,L,298.1,308.4,1335,40.2,109,0,No Failure,Normal,5619.9950980067815,10.299999999999956,4381.8,1
294,H29707,H,298.1,308.5,1392,44.8,111,0,No Failure,Normal,6530.491480870174,10.399999999999975,4972.799999999999,0
295,M15154,M,298.1,308.5,1372,51.1,116,0,No Failure,Normal,7341.818255635252,10.399999999999975,5927.6,2
296,M15155,M,298.1,308.6,1716,30.7,119,0,No Failure,Normal,5516.762363409821,10.5,3653.3,2
297,L47476,L,298.0,308.5,1395,46.2,122,0,No Failure,Normal,6749.083497706953,10.5,5636.400000000001,1
298,L47477,L,298.0,308.5,1713,25.3,124,0,No Failure,Normal,4538.438995155423,10.5,3137.2000000000003,1
299,H29712,H,297.9,308.5,2129,18.7,126,0,No Failure,Normal,4169.13430675043,10.600000000000025,2356.2,0
300,M15159,M,297.8,308.3,1567,35.6,131,0,No Failure,Normal,5841.812483301244,10.5,4663.6,2
301,L47480,L,297.8,308.4,1622,38.3,134,0,No Failure,Normal,6505.463459396576,10.599999999999966,5132.2,1
302,L47481,L,297.7,308.4,1740,27.1,136,0,No Failure,Normal,4937.9553329124365,10.699999999999989,3685.6,1
303,H29716,H,297.8,308.4,1512,35.1,138,0,No Failure,Normal,5557.603067906488,10.599999999999966,4843.8,0
304,M15163,M,297.8,308.4,1479,43.5,143,0,No Failure,Normal,6737.302525255991,10.599999999999966,6220.5,2
305,L47484,L,297.8,308.4,1737,27.5,146,0,No Failure,Normal,5002.200902678348,10.599999999999966,4015.0,1
306,L47485,L,297.8,308.4,2129,19.2,148,0,No Failure,Normal,4280.608486075308,10.599999999999966,2841.6,1
307,L47486,L,297.8,308.4,1374,47.1,150,0,No Failure,Normal,6776.98084047083,10.599999999999966,7065.0,1
308,M15167,M,297.8,308.4,1579,36.6,152,0,No Failure,Normal,6051.9012560223055,10.599999999999966,5563.2,2
309,L47488,L,297.9,308.5,1305,47.2,155,0,No Failure,Normal,6450.318036350564,10.600000000000025,7316.0,1
310,M15169,M,297.9,308.5,1449,40.8,157,0,No Failure,Normal,6190.94814687019,10.600000000000025,6405.599999999999,2
311,H29724,H,298.0,308.6,1526,41.8,160,0,No Failure,Normal,6679.738075866714,10.600000000000025,6688.0,0
312,M15171,M,298.0,308.6,1453,44.1,165,0,No Failure,Normal,6710.159164728975,10.600000000000025,7276.5,2
313,L47492,L,297.9,308.6,1468,36.0,168,0,No Failure,Normal,5534.22961856378,10.700000000000044,6048.0,1
314,L47493,L,298.0,308.6,1313,50.8,170,0,No Failure,Normal,6984.849554383354,10.600000000000025,8636.0,1
315,M15174,M,297.9,308.5,1300,53.0,172,0,No Failure,Normal,7215.191127744558,10.600000000000025,9116.0,2
316,L47495,L,297.9,308.4,1646,40.6,175,0,No Failure,Normal,6998.169907234576,10.5,7105.0,1
317,L47496,L,297.8,308.4,1714,33.2,177,0,No Failure,Normal,5959.056721133215,10.599999999999966,5876.400000000001,1
318,L47497,L,297.8,308.4,1685,28.4,179,0,No Failure,Normal,5011.259161496198,10.599999999999966,5083.599999999999,1
319,L47498,L,297.8,308.4,1512,39.9,181,0,No Failure,Normal,6317.617162662931,10.599999999999966,7221.9,1
320,L47499,L,297.8,308.4,1612,32.1,183,0,No Failure,Normal,5418.744672617819,10.599999999999966,5874.3,1
321,H29734,H,297.8,308.4,1550,38.2,185,0,No Failure,Normal,6200.456700635055,10.599999999999966,7067.000000000001,0
322,L47501,L,297.8,308.4,1518,32.5,190,0,No Failure,Normal,5166.349118828415,10.599999999999966,6175.0,1
323,L47502,L,297.8,308.5,1448,40.0,192,0,No Failure,Normal,6065.368216530694,10.699999999999989,7680.0,1
324,L47503,L,297.8,308.5,1561,46.3,194,0,No Failure,Normal,7568.546997444825,10.699999999999989,8982.199999999999,1
325,M15184,M,297.8,308.5,1488,41.9,196,0,No Failure,Normal,6528.983516396451,10.699999999999989,8212.4,2
326,L47505,L,297.8,308.5,1699,27.8,199,0,No Failure,Normal,4946.144417762795,10.699999999999989,5532.2,1
327,L47506,L,297.7,308.5,1501,41.4,201,0,No Failure,Normal,6507.432190792826,10.800000000000011,8321.4,1
328,L47507,L,297.7,308.5,1373,56.7,203,1,Overstrain Failure,Critical,8152.338688285906,10.800000000000011,11510.1,1
329,H29742,H,297.6,308.4,1703,31.4,205,0,No Failure,Normal,5599.80512921971,10.799999999999956,6437.0,0
330,H29743,H,297.7,308.5,1720,29.9,210,0,No Failure,Normal,5385.527566293863,10.800000000000011,6279.0,0
331,M15190,M,297.6,308.4,1398,41.9,215,0,No Failure,Normal,6134.085319840215,10.799999999999956,9008.5,2
332,M15191,M,297.6,308.4,1391,51.9,218,0,No Failure,Normal,7560.022809378086,10.799999999999956,11314.2,2
333,M15192,M,297.6,308.3,1538,40.2,0,0,No Failure,Normal,6474.571131636277,10.699999999999989,0.0,2
334,L47513,L,297.5,308.2,1647,31.3,3,0,No Failure,Normal,5398.4185681490935,10.699999999999989,93.9,1
335,M15194,M,297.5,308.1,1469,44.8,5,0,No Failure,Normal,6891.732748130952,10.600000000000025,224.0,2
336,L47515,L,297.4,308.1,1749,25.9,8,0,No Failure,Normal,4743.71065914098,10.700000000000044,207.2,1
337,M15196,M,297.6,308.2,1995,20.5,10,0,No Failure,Normal,4282.776185006285,10.599999999999966,205.0,2
338,L47517,L,297.6,308.3,1742,27.7,13,0,No Failure,Normal,5053.08423169099,10.699999999999989,360.1,1
339,L47518,L,297.5,308.2,1563,38.2,15,0,No Failure,Normal,6252.460531027478,10.699999999999989,573.0,1
340,M15199,M,297.5,308.2,1713,32.2,17,0,No Failure,Normal,5776.195084743265,10.699999999999989,547.4000000000001,2
341,L47520,L,297.4,308.1,1474,39.4,20,0,No Failure,Normal,6081.662610427314,10.700000000000044,788.0,1
342,M15201,M,297.4,308.2,1530,32.6,22,0,No Failure,Normal,5223.21194585839,10.800000000000011,717.2,2
343,L47522,L,297.4,308.2,1471,46.5,25,0,No Failure,Normal,7162.988329817408,10.800000000000011,1162.5,1
344,L47523,L,297.5,308.3,1388,48.6,27,0,No Failure,Normal,7064.0595771558665,10.800000000000011,1312.2,1
345,M15204,M,297.5,308.2,2448,13.8,29,0,No Failure,Normal,3537.684655354394,10.699999999999989,400.2000000000001,2
346,L47525,L,297.5,308.3,1585,32.9,32,0,No Failure,Normal,5460.768710347338,10.800000000000011,1052.8,1
347,M15206,M,297.5,308.3,1459,45.2,34,0,No Failure,Normal,6905.932746925179,10.800000000000011,1536.8000000000002,2
348,L47527,L,297.5,308.3,1544,40.8,37,0,No Failure,Normal,6596.84191771399,10.800000000000011,1509.6,1
349,L47528,L,297.6,308.3,1617,31.7,39,0,No Failure,Normal,5367.819455703128,10.699999999999989,1236.3,1
350,L47529,L,297.6,308.3,1595,34.3,41,0,No Failure,Normal,5729.060722963907,10.699999999999989,1406.3,1
351,H29764,H,297.6,308.3,1400,44.3,43,0,No Failure,Normal,6494.719212521299,10.699999999999989,1904.9,0
352,M15211,M,297.6,308.4,1611,31.0,48,0,No Failure,Normal,5229.809290430929,10.799999999999956,1488.0,2
353,M15212,M,297.6,308.4,1507,46.0,51,0,No Failure,Normal,7259.382864405055,10.799999999999956,2346.0,2
354,H29767,H,297.5,308.3,1674,30.0,54,0,No Failure,Normal,5259.026102109314,10.800000000000011,1620.0,0
355,L47534,L,297.6,308.3,1658,34.3,59,0,No Failure,Normal,5955.34964180198,10.699999999999989,2023.7,1
356,L47535,L,297.6,308.3,1623,36.9,61,0,No Failure,Normal,6271.529998434768,10.699999999999989,2250.9,1
357,M15216,M,297.6,308.4,1398,48.9,63,0,No Failure,Normal,7158.872843441205,10.799999999999956,3080.7,2
358,L47537,L,297.6,308.4,1517,34.2,66,0,No Failure,Normal,5433.0075032651175,10.799999999999956,2257.2000000000003,1
359,M15218,M,297.6,308.3,1467,36.7,68,0,No Failure,Normal,5637.996423911851,10.699999999999989,2495.6000000000004,2
360,M15219,M,297.6,308.3,1567,34.6,71,0,No Failure,Normal,5677.716627028738,10.699999999999989,2456.6,2
361,M15220,M,297.5,308.3,1521,38.2,74,0,No Failure,Normal,6084.4481559134965,10.800000000000011,2826.8,2
362,L47541,L,297.5,308.3,1596,36.8,77,0,No Failure,Normal,6150.484433491953,10.800000000000011,2833.6,1
363,H29776,H,297.6,308.3,1640,30.9,79,0,No Failure,Normal,5306.778310443878,10.699999999999989,2441.1,0
364,L47543,L,297.6,308.3,1438,47.8,84,0,No Failure,Normal,7198.058975806982,10.699999999999989,4015.2,1
365,L47544,L,297.6,308.4,1407,55.2,86,0,No Failure,Normal,8133.206389025544,10.799999999999956,4747.2,1
366,L47545,L,297.6,308.4,1353,57.5,88,0,No Failure,Normal,8146.935148921731,10.799999999999956,5060.0,1
367,M15226,M,297.6,308.5,1552,40.9,90,0,No Failure,Normal,6647.274951779619,10.899999999999975,3681.0,2
368,M15227,M,297.6,308.4,1569,38.3,93,0,No Failure,Normal,6292.892828479178,10.799999999999956,3561.9,2
369,L47548,L,297.5,308.4,1489,39.5,96,0,No Failure,Normal,6159.1447572403495,10.899999999999975,3792.0,1
370,H29783,H,297.5,308.4,1587,36.1,98,0,No Failure,Normal,5999.468074633892,10.899999999999975,3537.8,0
371,M15230,M,297.5,308.3,1622,37.2,103,0,No Failure,Normal,6318.62247231208,10.800000000000011,3831.6,2
372,L47551,L,297.5,308.4,1604,38.1,106,0,No Failure,Normal,6399.675562774695,10.899999999999975,4038.6,1
373,M15232,M,297.4,308.3,1405,51.7,108,0,No Failure,Normal,7606.685932259407,10.900000000000034,5583.6,2
374,L47553,L,297.4,308.3,1412,42.0,111,0,No Failure,Normal,6210.300357616303,10.900000000000034,4662.0,1
375,L47554,L,297.4,308.3,1431,43.0,113,0,No Failure,Normal,6443.720691778025,10.900000000000034,4859.0,1
376,L47555,L,297.4,308.2,1533,37.4,115,0,No Failure,Normal,6004.023383981596,10.800000000000011,4301.0,1
377,M15236,M,297.4,308.2,1401,51.9,117,0,No Failure,Normal,7614.372362285188,10.800000000000011,6072.3,2
378,M15237,M,297.4,308.2,1424,53.9,120,0,No Failure,Normal,8037.618196552318,10.800000000000011,6468.0,2
379,L47558,L,297.3,308.2,1754,29.4,123,0,No Failure,Normal,5400.146444108567,10.899999999999975,3616.2,1
380,L47559,L,297.3,308.2,1754,26.8,125,0,No Failure,Normal,4922.582472860871,10.899999999999975,3350.0,1
381,L47560,L,297.5,308.3,2564,12.8,127,1,Power Failure,Early Warning,3436.8185872231384,10.800000000000011,1625.6,1
382,L47561,L,297.5,308.5,1546,40.4,129,0,No Failure,Normal,6540.628353165757,11.0,5211.599999999999,1
383,L47562,L,297.5,308.5,1335,48.0,131,0,No Failure,Normal,6710.441908067799,11.0,6288.0,1
384,M15243,M,297.5,308.6,1842,27.0,133,0,No Failure,Normal,5208.13230112116,11.100000000000025,3591.0,2
385,L47564,L,297.5,308.5,1712,26.8,136,0,No Failure,Normal,4804.709916498182,11.0,3644.8,1
386,M15245,M,297.6,308.6,1414,45.4,138,0,No Failure,Normal,6722.547511759631,11.0,6265.2,2
387,L47566,L,297.6,308.7,1319,50.9,141,0,No Failure,Normal,7030.580671444111,11.099999999999966,7176.9,1
388,L47567,L,297.7,308.7,1249,60.4,143,0,No Failure,Normal,7900.016438325085,11.0,8637.199999999999,1
389,L47568,L,297.6,308.7,1455,48.2,145,0,No Failure,Normal,7344.101146296859,11.099999999999966,6989.0,1
390,M15249,M,297.6,308.7,1408,54.8,147,0,No Failure,Normal,8080.008753424755,11.099999999999966,8055.599999999999,2
391,L47570,L,297.6,308.7,1460,46.7,150,0,No Failure,Normal,7140.002343568644,11.099999999999966,7005.0,1
392,L47571,L,297.6,308.6,1491,38.1,152,0,No Failure,Normal,5948.825601058024,11.0,5791.2,1
393,M15252,M,297.6,308.5,1490,43.4,154,0,No Failure,Normal,6771.807684567919,10.899999999999975,6683.599999999999,2
394,M15253,M,297.5,308.4,1350,52.2,157,0,No Failure,Normal,7379.601143282425,10.899999999999975,8195.4,2
395,L47574,L,297.5,308.4,1528,39.9,160,0,No Failure,Normal,6384.470254331321,10.899999999999975,6384.0,1
396,L47575,L,297.4,308.3,1571,37.7,162,0,No Failure,Normal,6202.205520545554,10.900000000000034,6107.400000000001,1
397,L47576,L,297.4,308.3,1490,42.6,164,0,No Failure,Normal,6646.9817364652845,10.900000000000034,6986.400000000001,1
398,M15257,M,297.4,308.3,1774,28.9,166,0,No Failure,Normal,5368.835237327789,10.900000000000034,4797.4,2
399,H29812,H,297.4,308.3,1502,43.6,169,0,No Failure,Normal,6857.803547472183,10.900000000000034,7368.400000000001,0
400,L47579,L,297.4,308.4,1392,49.7,174,0,No Failure,Normal,7244.76398659035,11.0,8647.800000000001,1
401,L47580,L,297.4,308.5,2100,16.9,176,0,No Failure,Normal,3716.5041091967246,11.100000000000025,2974.4,1
402,L47581,L,297.5,308.5,1722,30.4,178,0,No Failure,Normal,5481.953516808045,11.0,5411.2,1
403,L47582,L,297.4,308.6,1678,32.3,180,0,No Failure,Normal,5675.747895632488,11.200000000000044,5813.999999999999,1
404,L47583,L,297.3,308.6,1273,59.8,182,0,No Failure,Normal,7971.833246386147,11.300000000000011,10883.6,1
405,L47584,L,297.3,308.6,1297,45.9,184,0,No Failure,Normal,6234.2078777101215,11.300000000000011,8445.6,1
406,L47585,L,297.3,308.5,1350,57.6,186,0,No Failure,Normal,8143.008158104744,11.199999999999989,10713.6,1
407,L47586,L,297.4,308.6,1439,51.9,188,0,No Failure,Normal,7820.900663332181,11.200000000000044,9757.2,1
408,M15267,M,297.4,308.5,1600,42.1,190,0,No Failure,Normal,7053.9227048602825,11.100000000000025,7999.0,2
409,M15268,M,297.4,308.6,1434,44.4,193,0,No Failure,Normal,6667.46492056669,11.200000000000044,8569.199999999999,2
410,L47589,L,297.4,308.6,1459,41.3,196,0,No Failure,Normal,6310.066868318802,11.200000000000044,8094.799999999999,1
411,M15270,M,297.5,308.6,1472,44.9,198,0,No Failure,Normal,6921.221831172648,11.100000000000025,8890.199999999999,2
412,L47591,L,297.5,308.7,1429,44.3,201,0,No Failure,Normal,6629.252681923525,11.199999999999989,8904.3,1
413,L47592,L,297.5,308.6,1388,48.2,203,0,No Failure,Normal,7005.919169113431,11.100000000000025,9784.6,1
414,L47593,L,297.4,308.4,1573,34.5,205,0,No Failure,Normal,5682.984030711257,11.0,7072.5,1
415,L47594,L,297.4,308.4,1588,32.5,207,0,No Failure,Normal,5404.58656172564,11.0,6727.5,1
416,L47595,L,297.5,308.4,1511,42.8,209,0,No Failure,Normal,6772.310339392493,10.899999999999975,8945.199999999999,1
417,L47596,L,297.4,308.5,1495,37.8,211,0,No Failure,Normal,5917.818081567093,11.100000000000025,7975.799999999999,1
418,L47597,L,297.4,308.4,1394,50.1,213,0,No Failure,Normal,7313.564865703967,11.0,10671.3,1
419,L47598,L,297.4,308.4,2151,17.7,0,0,No Failure,Normal,3986.9638207442704,11.0,0.0,1
420,M15279,M,297.3,308.3,1501,38.2,2,0,No Failure,Normal,6004.442263002076,11.0,76.4,2
421,M15280,M,297.3,308.3,1301,39.6,5,0,No Failure,Normal,5395.119895862824,11.0,198.0,2
422,M15281,M,297.3,308.3,1657,31.1,8,0,No Failure,Normal,5396.491724654891,11.0,248.8,2
423,L47602,L,297.3,308.3,1333,55.2,11,0,No Failure,Normal,7705.4471333127585,11.0,607.2,1
424,L47603,L,297.3,308.3,1484,43.9,13,0,No Failure,Normal,6822.240718633547,11.0,570.6999999999999,1
425,L47604,L,297.3,308.4,1430,45.7,15,0,No Failure,Normal,6843.540716824888,11.099999999999966,685.5,1
426,M15285,M,297.3,308.4,1665,28.9,17,0,No Failure,Normal,5038.957536725348,11.099999999999966,491.3,2
427,L47606,L,297.4,308.5,1501,44.9,20,0,No Failure,Normal,7057.577424313959,11.100000000000025,898.0,1
428,M15287,M,297.5,308.5,1496,42.2,22,0,No Failure,Normal,6611.083804410267,11.0,928.4,2
429,M15288,M,297.6,308.6,1595,36.9,25,0,No Failure,Normal,6163.333547445136,11.0,922.5,2
430,L47609,L,297.5,308.6,1208,62.3,28,0,No Failure,Normal,7881.041218697402,11.100000000000025,1744.4,1
431,L47610,L,297.5,308.6,1596,37.1,30,0,No Failure,Normal,6200.624252243247,11.100000000000025,1113.0,1
432,L47611,L,297.5,308.5,1446,41.9,32,0,No Failure,Normal,6344.697691336874,11.0,1340.8,1
433,M15292,M,297.6,308.5,1466,39.7,34,0,No Failure,Normal,6094.710691915223,10.899999999999975,1349.8000000000002,2
